,S&P 500 COMPOSITE - PRICE INDEX,cmdty BLS Commodity Price Ind 'DEAD' - PRICE INDEX,Gold Bullion LBM $/t oz DELAY,Crude Oil-WTI Spot Cushing U$/BBL,US INITIAL CLAIMS FOR UNEMPLOYMENT INSURANCE (BCI 5) VOLA,US NAHB MARKET SURVEY: NEW SINGLE FAMILY HOME SALES-CURRENTLY,US CONSUMER CONFIDENCE INDEX SADJ,US CONSUMER CONFIDENCE INDEX - EXPECTATIONS SADJ,US CONSUMER CONFIDENCE INDEX - PRESENT SITUATION SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS PLENTIFUL SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS HARD TO FIND SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY AUTO SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME DECREASED SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME INCREASED SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS FEWER SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS NOT SO PLENTIFUL SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS MORE SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY ANY HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY LIVED IN HOME,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY MAJOR APPL( SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY NEW AUTO SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY NEW HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY USED AUTO SADJ,US CONSUMER CONFIDENCE CURRENTLY - BUSINESS CONDITIONS BAD SADJ,US CONSUMER CONFIDENCE CURRENTLY - BUSINESS CONDITIONS GOOD SADJ,US CONSUMER CONFIDENCE CURRENTLY-BUSINESS CONDITIONS NORMAL SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS BETTER,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS WORSE,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY AIR CONDITIONER,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY AUTO UNCERTAIN,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY CARPET SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY CLOTHES DRYER,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY RANGE SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY REFRIGERATOR,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY TV SET SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY VACUUM CLEANER,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY WASHING MACHINE,US NATIONAL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US NAHB MARKET SURVEY: NEW SINGLE FAMILY HOME SALES-IN NEXT 6 MO,US NAHB MARKET SURVEY: TRAFFIC OF PROSPECTIVE NEW HOME BUYERS,US ISM PURCHASING MANAGERS INDEX (MFG SURVEY) SADJ,US ISM MANUFACTURERS SURVEY: NEW ORDERS INDEX SADJ,US ISM MANUFACTURERS SURVEY RESULTS: PRICES PAID - SAME VOLN,US ISM MANUFACTURERS SURVEY: PRODUCTION INDEX SADJ,US ISM MANUFACTURERS SURVEY: EMPLOYMENT INDEX SADJ
2008-12-15,903.25,312.98,862.2,44.6,564.0,8.0,38.6,44.2,30.2,6.5,41.5,4.8,18.8,12.7,40.6,52.0,9.8,0.8,2.6,1.4,27.1,2.0,0.4,2.0,45.8,7.7,46.5,68.5,13.4,53.7,32.9,49.6,0.9,0.8,3.4,3.0,2.4,3.7,10.7,3.5,2.9,9.0,16.0,7.0,34.5,25.9,30.0,28.1,32.5
2009-01-15,825.88,319.07,922.05,41.68,589.3,6.0,37.4,42.5,29.7,7.1,41.1,5.3,18.4,10.3,36.9,51.8,9.1,0.7,2.5,1.6,23.6,2.2,0.2,2.6,47.9,6.5,45.6,71.3,12.8,56.1,31.1,54.0,1.2,0.5,3.9,2.6,2.2,3.0,8.5,3.3,2.8,8.0,17.0,8.0,36.4,32.5,32.0,32.3,30.5
2009-02-15,735.09,306.96,952.0,44.76,644.0,7.0,25.3,27.3,22.3,4.6,46.9,4.7,24.0,7.9,47.0,48.5,6.8,1.0,2.3,1.2,25.0,2.1,0.1,1.8,50.5,7.0,42.5,68.1,8.5,50.8,40.7,46.2,0.9,0.8,3.6,2.9,2.3,3.2,8.7,3.6,3.4,9.0,15.0,11.0,36.6,32.7,45.0,38.4,28.0
2009-03-15,797.87,315.22,916.1,49.66,659.3,8.0,26.9,30.2,21.9,4.7,48.8,4.0,23.9,7.8,41.6,46.5,7.3,0.4,2.4,1.3,24.5,1.9,0.7,1.7,51.0,6.9,42.1,68.3,9.6,52.6,37.8,51.1,1.1,0.4,2.9,2.8,2.4,3.5,8.8,3.1,2.8,9.0,15.0,9.0,37.2,41.3,49.0,36.5,30.5
2009-04-15,872.81,332.49,884.0,51.12,615.0,12.0,40.8,51.0,25.5,4.9,46.6,4.9,21.4,8.3,32.5,48.5,14.2,0.6,2.6,1.7,26.0,2.2,0.3,2.0,44.9,7.9,47.2,70.3,15.7,59.9,24.4,53.3,1.1,0.7,3.1,2.9,2.3,4.4,8.2,4.0,3.1,14.0,24.0,13.0,39.9,46.0,50.0,36.7,33.5
2009-05-15,919.14,360.31,959.8,66.31,614.5,14.0,54.8,71.5,29.7,5.8,43.9,5.7,17.7,10.8,25.6,50.3,19.3,0.9,2.8,1.5,29.2,3.0,0.4,2.0,44.5,8.8,46.7,71.5,22.5,59.5,18.0,55.1,1.5,0.7,4.1,2.7,2.8,3.9,10.1,4.9,3.3,16.0,27.0,13.0,44.1,51.0,70.0,48.3,35.3
2009-06-15,919.32,354.5,938.05,69.89,598.3,14.0,49.3,65.5,25.0,4.5,44.8,4.7,18.2,10.1,27.6,50.7,17.5,0.7,2.6,1.6,26.9,2.3,0.3,2.0,45.3,8.1,46.6,71.7,20.9,58.7,20.4,54.9,1.5,0.4,3.4,3.6,3.0,4.1,7.5,4.0,3.2,15.0,26.0,13.0,46.3,49.0,55.0,54.6,45.0
2009-07-15,987.48,366.92,934.3,69.45,562.0,16.0,47.4,63.4,23.3,3.7,48.5,4.8,18.8,10.1,26.1,47.8,15.5,0.4,2.1,1.3,25.5,2.3,0.4,1.7,46.5,8.9,44.6,71.1,18.4,62.6,19.0,58.4,1.5,0.8,3.4,2.4,2.5,3.4,8.5,3.8,3.4,17.0,26.0,13.0,49.7,56.6,54.0,58.8,47.1
2009-08-15,1020.62,374.4,948.25,69.96,560.3,16.0,54.5,73.8,25.4,4.3,44.3,5.3,17.8,10.8,23.1,51.4,18.0,0.7,3.0,1.7,26.2,2.6,0.6,2.1,44.6,8.5,46.9,71.4,22.2,62.6,15.2,58.9,1.7,0.6,3.3,2.7,1.5,3.7,9.1,4.4,3.1,18.0,30.0,16.0,53.4,64.1,55.0,62.2,47.5
2009-09-15,1057.08,375.47,1002.0,70.61,541.3,18.0,53.4,73.7,23.0,3.6,47.0,4.5,19.3,11.2,22.9,49.4,18.0,0.6,2.5,1.3,24.5,2.2,0.6,1.6,46.3,8.6,45.1,69.5,21.3,64.1,14.6,59.1,1.3,0.7,3.1,2.7,2.4,4.1,7.1,3.7,3.2,19.0,29.0,17.0,54.9,64.7,56.0,62.1,48.6
2009-10-15,1036.19,390.82,1046.0,77.0,523.5,17.0,48.7,67.0,21.1,3.5,49.4,4.7,19.3,10.7,26.1,47.1,16.8,0.7,2.3,1.3,23.2,1.5,0.3,2.5,46.7,7.8,45.5,70.0,20.8,61.0,18.2,57.1,1.4,0.7,2.9,2.3,2.0,4.0,8.0,2.9,2.6,17.0,26.0,13.0,57.6,57.7,57.0,64.4,53.5
2009-11-15,1095.63,414.09,1177.7,77.28,494.0,17.0,50.6,70.3,21.2,3.1,49.2,4.5,18.9,10.9,23.1,47.7,15.8,0.4,2.1,1.3,23.7,1.9,0.4,2.0,44.5,8.1,47.4,70.2,19.7,65.7,14.6,61.1,1.3,0.6,3.7,2.7,2.0,3.5,7.8,3.6,2.8,17.0,28.0,13.0,55.4,64.2,69.0,63.4,51.2
2009-12-15,1115.1,421.13,1096.0,79.36,475.3,16.0,53.6,75.9,20.2,3.1,48.1,3.9,18.4,10.4,20.6,48.8,16.4,0.3,1.7,1.0,23.6,1.5,0.4,1.8,45.7,7.5,46.8,71.2,21.2,67.0,11.8,63.0,1.0,0.6,3.3,2.9,2.0,3.7,7.4,3.2,3.4,16.0,26.0,13.0,55.8,63.8,57.0,60.1,52.6
2010-01-15,1073.87,415.18,1077.85,72.89,485.8,15.0,56.5,77.3,25.2,4.4,46.5,5.2,16.3,11.0,18.9,49.1,15.8,0.5,2.4,1.2,26.3,2.2,0.7,2.5,44.7,8.5,46.8,72.7,20.7,66.6,12.7,65.3,1.6,0.5,3.7,2.8,2.5,4.8,7.3,3.7,3.6,15.0,26.0,12.0,56.3,59.9,52.0,62.8,55.2
2010-02-15,1104.49,427.6,1105.5,79.66,485.8,17.0,46.4,62.9,21.7,4.0,47.3,5.3,17.8,10.1,24.7,48.7,13.2,0.8,2.7,1.3,27.8,1.9,0.6,2.6,45.1,6.8,48.1,72.1,16.1,68.0,15.9,62.1,1.3,0.8,2.7,3.4,2.2,4.6,9.0,3.6,3.7,17.0,27.0,12.0,55.5,57.7,58.0,57.0,55.7
2010-03-15,1169.43,431.17,1113.15,83.76,470.3,15.0,52.3,70.4,25.2,4.0,46.3,3.9,17.4,10.8,21.4,49.7,14.1,0.8,2.8,1.3,25.5,1.3,0.7,2.1,42.1,8.5,49.4,71.8,18.0,68.4,13.6,64.5,1.0,0.5,3.6,3.0,2.1,4.1,8.1,4.0,3.2,15.0,24.0,10.0,58.8,60.1,44.0,57.3,55.8
2010-04-15,1186.69,444.43,1179.85,86.15,462.0,20.0,57.7,77.4,28.2,4.7,44.8,5.4,16.7,10.5,19.9,50.5,17.7,0.3,2.1,1.4,27.8,2.4,0.4,2.1,40.0,8.9,51.1,72.8,19.7,67.9,12.4,62.4,1.5,0.9,3.1,3.0,3.0,5.2,7.7,3.9,3.5,19.0,25.0,13.0,58.1,64.0,34.0,62.3,54.8
2010-05-15,1089.41,424.66,1203.0,73.97,461.5,23.0,62.7,84.6,29.8,4.6,43.9,6.0,16.4,11.4,17.8,51.5,20.2,0.6,2.1,1.2,26.0,2.7,0.3,2.7,39.5,9.7,50.8,72.2,22.8,65.3,11.9,62.0,1.2,0.6,3.6,3.3,2.7,4.6,7.3,3.8,3.1,22.0,27.0,16.0,57.4,61.3,38.0,62.1,57.9
2010-06-15,1030.71,422.0,1243.65,75.63,459.3,17.0,54.3,72.7,26.8,4.3,43.5,4.1,16.8,10.6,20.1,52.2,16.2,0.7,2.0,1.1,23.7,1.4,0.2,2.0,41.0,8.4,50.6,72.6,17.1,69.0,13.9,63.7,1.2,0.7,3.2,2.9,1.8,3.6,7.5,3.6,3.1,16.0,22.0,13.0,56.5,58.6,56.0,63.0,56.8
2010-07-15,1101.6,438.56,1175.47,78.95,460.5,15.0,51.0,67.5,26.4,4.4,45.1,4.7,17.7,10.6,20.9,50.5,14.2,0.4,1.9,1.2,28.3,1.7,0.3,2.4,43.3,8.8,47.9,71.7,15.8,68.9,15.3,64.9,1.9,0.6,3.2,2.9,2.4,3.6,9.1,4.5,3.9,14.0,21.0,10.0,56.1,54.7,49.0,56.1,58.6
2010-08-15,1049.33,455.47,1247.0,71.92,475.0,13.0,53.2,72.0,24.9,4.0,45.5,4.7,16.7,10.6,19.6,50.5,14.7,0.5,2.1,1.2,24.6,1.8,0.4,2.5,42.3,8.4,49.3,72.7,16.9,69.7,13.4,65.7,1.8,0.4,3.3,2.1,1.8,3.7,7.7,4.7,2.8,13.0,18.0,10.0,56.4,54.0,59.0,56.3,61.2
2010-09-15,1141.2,487.26,1301.47,79.97,452.0,13.0,48.6,65.5,23.3,3.8,45.8,5.0,16.3,10.3,22.6,50.4,14.5,0.4,2.0,1.2,27.7,2.2,0.4,2.0,46.0,8.2,45.8,73.4,15.0,68.4,16.6,62.9,2.3,0.8,3.4,2.9,2.6,3.6,8.2,4.3,3.8,13.0,18.0,9.0,55.3,51.9,52.0,57.3,58.0
2010-10-15,1183.26,490.65,1347.4,81.43,447.0,16.0,49.9,67.5,23.5,3.5,46.3,5.2,16.0,9.7,22.3,50.2,14.5,0.8,2.2,1.0,25.4,2.2,0.4,2.2,42.3,8.3,49.4,74.3,15.8,69.8,14.4,63.2,1.6,0.8,2.8,2.5,2.4,3.6,8.0,3.6,3.7,15.0,23.0,11.0,56.9,57.8,41.0,61.5,57.5
2010-11-15,1180.55,483.96,1385.18,84.11,426.3,16.0,57.8,79.9,24.7,4.0,48.8,11.4,16.3,15.4,19.8,47.2,18.1,0.6,3.7,2.3,49.6,3.4,0.8,6.5,45.6,9.3,45.1,68.3,17.8,68.5,13.7,62.1,4.6,1.5,6.9,5.8,4.1,5.8,15.0,7.7,6.6,16.0,25.0,12.0,57.3,58.3,48.0,55.7,60.2
2010-12-15,1257.64,520.33,1417.63,91.38,416.5,16.0,63.4,86.5,28.8,4.2,47.0,10.1,15.0,15.2,18.0,48.8,18.1,0.5,3.5,2.7,44.4,3.1,0.3,6.1,41.4,10.7,47.9,69.8,21.7,67.0,11.3,63.9,2.1,0.9,9.1,5.0,3.4,4.8,15.4,7.6,6.1,16.0,25.0,11.0,56.6,59.6,47.0,62.5,56.7
2011-01-15,1286.12,554.85,1332.16,92.19,430.3,15.0,64.8,87.3,31.1,4.6,47.0,10.9,14.0,15.3,21.2,48.4,20.8,1.3,5.2,3.1,47.3,3.2,0.8,5.9,39.6,11.3,49.1,70.7,24.0,63.8,12.2,58.0,3.7,1.8,9.1,4.5,3.3,5.5,16.2,9.0,5.1,16.0,24.0,12.0,59.1,64.5,40.0,65.3,61.6
2011-02-15,1327.22,565.86,1415.05,96.97,401.5,17.0,72.0,97.5,33.8,4.9,44.4,12.8,13.2,17.4,15.0,50.7,21.2,1.0,4.9,2.9,47.5,3.9,1.0,7.2,39.3,12.4,48.3,69.4,25.2,64.5,10.3,63.8,4.0,1.7,10.1,4.9,2.9,6.2,14.9,8.5,6.1,16.0,25.0,12.0,59.2,64.2,38.0,63.8,62.3
2011-03-15,1325.83,575.04,1437.13,106.72,401.3,17.0,63.8,81.3,37.5,4.6,44.4,11.3,15.5,15.2,20.5,51.0,19.6,1.4,4.1,2.3,43.8,3.5,0.4,6.2,36.6,15.0,48.4,69.3,20.8,63.7,15.5,59.9,3.9,1.6,9.5,5.1,3.1,5.2,13.8,7.1,5.6,17.0,26.0,12.0,58.4,61.3,29.0,61.9,60.5
2011-04-15,1363.61,569.44,1535.8,113.93,427.0,15.0,66.0,83.2,40.2,5.1,42.4,12.5,14.7,17.0,18.7,52.5,17.8,1.4,5.0,2.6,49.0,4.5,1.0,6.9,35.9,15.5,48.6,68.3,19.2,66.8,14.0,63.5,4.3,1.1,9.3,5.1,4.4,4.5,16.3,8.4,6.0,16.0,22.0,13.0,57.9,61.1,32.0,59.0,59.2
2011-05-15,1345.2,564.59,1538.1,102.7,422.5,15.0,61.7,76.7,39.3,5.7,43.5,13.7,15.1,14.9,20.3,50.8,16.7,1.3,5.5,3.5,47.9,3.4,0.7,7.3,37.2,14.3,48.5,70.0,17.2,67.4,15.4,63.0,3.5,3.0,8.9,5.3,3.3,6.3,15.2,7.7,6.6,16.0,19.0,14.0,54.8,54.6,38.0,54.8,58.1
2011-06-15,1320.64,550.85,1510.78,95.42,417.0,13.0,57.6,71.6,36.6,5.1,43.2,11.5,16.6,14.1,20.7,51.7,13.8,1.0,4.3,2.6,49.3,3.5,0.7,6.4,38.4,13.7,47.9,69.3,16.5,68.6,14.9,65.5,3.7,1.6,8.9,5.1,3.6,5.6,18.0,7.6,5.7,13.0,15.0,12.0,55.8,54.6,40.0,54.5,62.1
2011-07-15,1292.28,553.92,1623.56,95.7,411.3,15.0,59.2,74.9,35.7,5.1,44.8,11.9,16.9,15.9,22.2,50.1,16.9,1.5,4.9,2.6,47.7,3.7,0.8,7.2,38.7,13.5,47.8,67.2,17.9,66.0,16.1,60.9,3.6,1.0,9.5,6.3,3.3,5.5,14.7,7.8,6.5,15.0,21.0,12.0,52.9,56.9,48.0,54.6,53.2
2011-08-15,1218.89,544.28,1826.6,88.81,409.5,15.0,45.2,52.4,34.3,4.8,48.5,13.0,18.8,14.3,31.2,46.7,11.8,0.9,4.0,2.6,49.4,3.5,0.5,7.2,40.3,14.1,45.6,66.9,11.8,63.6,24.6,57.0,4.6,2.3,8.8,4.9,3.8,6.1,15.8,8.4,5.8,15.0,19.0,13.0,52.6,52.9,58.0,51.4,51.8
2011-09-15,1131.42,503.94,1617.79,79.2,415.5,14.0,46.4,55.1,33.3,5.6,49.4,11.1,17.8,13.5,28.5,45.0,11.9,1.6,4.7,2.7,40.8,3.2,0.4,6.9,40.5,12.1,47.4,68.7,11.8,66.3,21.9,59.6,3.0,1.0,8.3,4.3,3.0,6.1,13.7,6.6,4.1,14.0,17.0,11.0,53.7,51.8,62.0,54.7,56.6
2011-10-15,1253.3,510.36,1724.35,93.19,401.8,17.0,40.9,50.0,27.1,3.6,46.9,11.7,19.3,11.1,27.6,49.5,10.8,0.7,4.4,3.2,47.2,3.4,0.5,6.9,43.7,11.2,45.1,69.6,10.2,68.5,21.3,61.6,3.2,1.4,8.7,5.4,3.4,5.2,15.2,8.4,6.4,17.0,23.0,14.0,51.4,52.0,51.0,52.3,53.0
2011-11-15,1246.96,489.92,1745.85,100.36,388.0,20.0,55.2,66.4,38.3,5.6,43.0,12.2,14.1,14.1,23.8,51.4,12.4,1.1,4.9,2.6,49.4,4.2,1.2,5.5,38.0,13.9,48.1,71.8,13.7,70.2,16.1,63.8,5.0,2.5,9.8,5.6,3.9,5.9,14.7,7.8,6.5,19.0,25.0,15.0,51.8,54.9,52.0,56.6,51.3
2011-12-15,1257.6,482.01,1574.57,98.83,374.5,22.0,64.8,77.0,46.5,6.6,41.6,10.2,14.3,16.3,20.2,51.8,14.0,1.4,5.4,3.4,47.6,4.0,0.6,5.8,33.5,16.3,50.2,69.4,16.8,69.8,13.4,65.8,3.7,0.4,8.1,4.6,4.0,6.4,15.6,7.5,5.8,21.0,26.0,18.0,53.0,55.4,50.0,60.9,54.9
2012-01-15,1312.41,499.0,1731.05,98.48,377.8,25.0,61.5,76.7,38.8,6.2,43.3,10.0,15.3,13.8,19.1,50.5,16.4,0.9,4.3,2.8,48.4,3.2,0.6,5.1,38.3,13.2,48.5,70.9,16.7,68.7,14.6,64.5,3.6,1.7,8.2,5.6,3.7,5.9,14.6,8.5,6.5,25.0,29.0,21.0,54.2,60.0,49.0,58.1,52.9
2012-02-15,1365.68,503.46,1734.74,107.07,365.0,30.0,71.6,88.4,46.4,7.0,38.6,10.3,13.0,15.5,16.4,54.4,18.8,1.4,4.2,2.1,45.4,3.2,0.7,5.5,31.7,13.7,54.6,71.5,18.9,69.3,11.8,64.8,4.1,1.6,7.6,4.2,4.1,5.2,14.0,8.5,5.3,28.0,34.0,22.0,53.3,58.3,60.0,58.2,53.7
2012-03-15,1408.47,497.18,1663.8,103.02,364.5,29.0,69.5,82.5,49.9,9.0,40.7,12.3,14.6,15.5,18.5,50.3,17.4,1.4,4.9,2.8,48.4,4.2,0.7,6.5,33.2,14.3,52.5,69.9,19.3,67.0,13.7,64.1,4.1,1.6,9.9,4.8,4.0,6.4,14.7,8.4,6.0,28.0,35.0,22.0,53.5,57.0,50.0,56.2,55.6
2012-04-15,1397.91,491.42,1660.28,104.87,381.8,25.0,68.7,80.4,51.2,8.4,38.1,9.9,14.0,13.9,18.4,53.5,16.9,1.1,4.5,3.0,44.6,3.1,0.4,5.8,33.2,15.5,51.3,72.1,18.5,67.3,14.2,64.7,3.8,1.0,8.4,5.1,2.7,5.7,14.1,8.1,5.1,24.0,31.0,18.0,55.2,59.2,56.0,61.2,56.1
2012-05-15,1310.33,472.32,1566.05,86.53,374.5,30.0,64.4,77.3,44.9,7.5,40.9,10.6,14.2,15.7,21.5,51.6,15.4,1.4,4.7,2.5,47.4,2.9,0.8,5.9,34.7,13.6,51.7,70.1,16.6,70.5,12.9,63.1,4.4,1.8,9.8,4.8,3.9,5.7,14.0,8.4,6.2,28.0,34.0,23.0,53.2,58.2,66.0,55.1,54.8
2012-06-15,1362.16,475.58,1597.36,84.96,379.8,31.0,62.7,73.4,46.6,8.3,41.2,11.6,15.1,15.3,20.8,50.5,14.8,1.3,5.3,3.1,47.0,4.1,0.9,6.0,35.9,14.2,49.9,69.6,16.0,68.2,15.8,64.4,3.1,1.5,8.9,5.0,3.4,5.9,15.5,8.2,5.9,29.0,33.0,23.0,49.5,47.3,60.0,52.2,55.1
2012-07-15,1379.32,480.83,1621.25,88.06,372.5,36.0,65.4,78.4,45.9,7.8,41.0,14.3,14.9,14.2,20.6,51.2,17.6,1.2,4.6,2.8,48.3,4.3,0.6,8.0,34.4,13.7,51.9,70.9,19.0,65.9,15.1,61.8,4.3,2.0,10.0,4.6,3.3,5.7,15.8,8.9,5.7,35.0,43.0,28.0,49.6,47.8,55.0,50.2,51.3
2012-08-15,1406.58,490.7,1674.4,95.49,373.3,38.0,61.3,71.1,46.5,7.2,40.6,11.6,16.7,16.0,23.7,52.2,15.8,1.3,5.5,3.5,48.3,3.9,0.7,6.5,34.3,15.3,50.4,67.3,16.7,65.7,17.6,60.5,3.9,1.2,9.5,5.2,4.2,6.3,14.1,8.5,6.1,37.0,43.0,30.0,49.0,45.1,61.0,48.3,50.4
2012-09-15,1440.67,497.31,1774.45,92.19,384.5,42.0,68.4,81.5,48.7,8.1,40.7,12.0,14.9,15.9,18.7,51.2,18.1,1.7,5.4,2.9,49.6,3.8,0.8,6.3,33.8,15.3,50.9,69.2,17.9,67.6,14.5,63.2,3.7,1.9,9.8,5.5,3.7,5.8,16.2,8.8,5.9,40.0,51.0,30.0,50.8,52.2,57.0,48.8,52.4
2012-10-15,1412.16,476.16,1724.19,86.24,368.5,41.0,73.1,84.0,56.7,10.4,38.8,13.1,15.1,16.7,19.8,50.8,19.7,1.1,5.4,3.3,46.8,4.5,1.0,6.7,33.0,16.5,50.5,68.2,21.5,63.5,15.0,60.5,4.6,1.9,10.0,4.4,3.2,6.1,13.5,8.7,6.3,41.0,51.0,35.0,50.5,51.8,63.0,49.8,52.8
2012-11-15,1416.18,483.47,1717.96,88.91,403.8,49.0,71.5,80.9,57.4,11.0,37.4,11.6,15.6,15.5,21.2,51.6,19.5,2.5,6.6,3.6,49.3,4.3,0.5,6.2,31.2,14.6,54.2,68.9,21.3,62.9,15.8,59.3,4.7,1.1,8.9,4.9,3.7,7.1,15.1,8.2,5.6,45.0,52.0,35.0,48.0,47.9,69.0,49.2,47.3
2012-12-15,1426.19,484.07,1662.41,91.82,355.0,51.0,66.7,68.1,64.6,10.8,36.1,12.2,19.1,15.6,26.9,53.1,17.9,0.6,5.3,3.4,46.1,4.0,1.3,6.9,26.3,17.2,56.5,65.3,18.1,60.8,21.1,55.2,5.2,1.3,9.4,4.1,3.1,6.3,13.9,7.9,5.6,47.0,50.0,36.0,50.1,48.3,72.0,51.1,52.5
2013-01-15,1498.11,491.52,1663.9,97.49,352.5,52.0,58.4,59.9,56.2,8.5,36.6,10.4,23.3,13.5,26.7,54.9,14.4,1.0,5.4,3.6,48.8,2.9,0.8,6.3,28.4,16.1,55.5,63.2,15.6,64.0,20.4,58.9,3.7,1.2,9.7,5.8,3.3,6.5,15.4,7.9,6.2,47.0,49.0,36.0,53.3,54.9,65.0,55.1,53.0
2013-02-15,1514.68,477.73,1582.94,92.05,347.8,51.0,68.0,72.4,61.4,10.1,36.9,11.1,19.3,15.8,22.1,53.0,16.1,0.6,3.8,2.9,49.6,3.4,0.3,6.1,28.2,17.6,54.2,64.9,18.0,65.4,16.6,61.8,4.4,1.6,9.0,5.5,3.8,6.1,13.7,8.8,7.3,46.0,50.0,32.0,54.2,58.9,60.0,59.0,53.2
2013-03-15,1569.19,479.78,1595.8,97.23,354.8,47.0,61.9,63.7,59.2,9.5,35.4,10.8,17.7,14.6,26.0,55.1,13.0,1.6,5.6,3.4,47.2,4.0,0.6,4.8,29.1,16.4,54.5,67.7,15.0,67.3,17.7,61.0,4.3,2.0,8.9,5.3,3.7,5.8,13.2,8.3,6.6,44.0,50.0,34.0,51.9,52.3,65.0,54.3,53.3
2013-04-15,1597.57,478.34,1467.64,93.46,347.3,44.0,69.0,74.3,61.0,9.7,36.9,10.6,15.9,16.8,21.8,53.4,14.3,1.3,5.6,3.5,47.3,3.8,0.8,5.5,27.6,17.5,54.9,67.3,17.2,68.0,14.8,63.9,4.0,1.3,10.2,4.6,4.5,6.2,15.1,7.8,5.1,41.0,52.0,30.0,51.0,53.0,71.0,53.8,50.7
2013-05-15,1630.74,472.94,1392.74,91.97,350.5,48.0,74.3,80.6,64.8,9.9,36.4,10.6,15.3,15.6,20.0,53.7,16.3,1.2,5.4,3.2,48.9,3.2,1.0,5.0,26.0,19.1,54.9,69.1,18.7,69.1,12.2,63.7,4.1,2.4,10.5,5.6,3.9,6.3,14.0,8.9,6.1,44.0,52.0,33.0,50.8,52.1,62.0,52.9,50.3
2013-06-15,1606.28,468.12,1215.43,96.56,344.3,55.0,82.1,91.1,68.7,11.3,37.1,11.0,14.2,15.9,16.1,51.6,19.7,1.2,5.4,3.2,48.8,3.7,1.0,6.1,24.9,19.4,55.7,69.9,21.4,67.5,11.1,64.2,4.0,1.2,10.3,5.4,4.3,6.9,13.7,8.6,5.9,51.0,60.0,40.0,51.1,52.0,67.0,53.7,49.6
2013-07-15,1685.73,467.95,1309.66,105.06,346.0,59.0,81.0,86.0,73.6,12.3,35.2,12.7,13.7,15.7,17.7,52.5,16.7,1.4,6.9,4.3,49.9,3.8,1.2,7.2,24.9,20.8,54.3,70.6,19.9,68.8,11.3,65.6,3.9,1.7,9.8,5.2,4.5,6.4,14.9,9.0,6.0,56.0,67.0,45.0,53.8,56.4,60.0,60.2,52.1
2013-08-15,1632.97,472.96,1397.63,107.65,332.0,62.0,81.8,89.0,70.9,11.3,33.3,10.6,13.5,17.5,17.2,55.4,17.5,1.4,5.1,3.0,49.0,3.8,0.7,5.6,24.5,18.7,56.8,69.0,20.6,68.3,11.1,65.3,3.8,1.2,8.8,5.6,4.4,6.6,14.5,7.9,6.2,58.0,68.0,46.0,54.0,58.0,67.0,58.6,53.5
2013-09-15,1681.55,467.57,1330.84,102.37,314.0,60.0,80.2,84.7,73.5,11.4,33.6,12.9,13.9,15.1,19.1,55.0,16.1,1.4,6.5,4.1,48.8,4.3,1.0,7.2,23.9,20.7,55.4,71.0,20.6,69.1,10.3,64.8,5.6,1.4,9.8,4.1,4.1,6.3,14.9,8.7,5.1,57.0,64.0,46.0,54.6,60.2,70.0,57.8,52.8
